Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT
2022-07-20,0.01092907,0.01312147,0.01760609,0.0167193,0.00495368,-0.00234055,-0.00681202,0.0115535,0.05153598
2022-07-19,0.02489089,0.03540255,0.04310034,0.03163918,0.02260036,0.03237105,0.02092342,0.04509595,0.03324982
2022-07-18,0.01828462,0.01392368,0.03394951,0.01350468,0.01631141,0.02537199,0.03491802,0.02256748,0.03330061
2022-07-15,0.01669886,0.01250062,0.02132897,0.03858397,0.03710802,0.03049113,0.01884114,0.02553183,0.01374781
2022-07-14,-0.0202412,-0.01496761,-0.01603923,-0.01390667,-0.01584913,-0.03018148,-0.03451097,-0.01353717,-0.01483951
2022-07-13,0.0040156,-0.00671701,0.00386474,-0.01073936,-0.02383708,-0.0135345,-0.01054491,0.01109389,0.06392042
2022-07-12,-0.01340093,-0.01847216,-0.03144614,-0.01540673,-0.02755876,-0.0193652,-0.02622649,-0.03679087,-0.00493112
2022-07-11,-0.00512463,-0.00886456,-0.0185879,-0.00305306,0.00707572,-0.02807098,-0.01621657,-0.01913695,0.0104713
2022-07-08,0.00162772,-0.00523945,-0.00505168,-0.00644183,0.00646766,-0.00174673,-0.0016742,-0.01309991,-0.00989243
2022-07-07,0.03144095,0.01927601,0.05411812,0.03714872,0.04451588,0.04918291,0.05078278,0.03914914,0.08737992
2022-07-06,-0.01820504,-0.01326579,-0.02152678,-0.01075548,-0.01831517,-0.0181658,-0.01675432,0.0,-0.01784923
2022-07-05,-0.0317966,-0.02662951,-0.06504123,-0.0483221,-0.04150522,-0.06729125,-0.08426734,-0.02225102,-0.06168296
2022-07-01,0.0220576,0.01187834,0.00310904,0.0286146,0.0158689,-0.0030808,0.00222966,0.02614966,-0.00378623
2022-06-30,-0.02854706,-0.01508117,-0.01369582,-0.03110054,-0.02389367,-0.01167653,-0.02581195,-0.00372945,-0.08681756
2022-06-29,-0.03763945,-0.01993869,-0.05713404,-0.04925172,-0.06577226,-0.02160029,-0.03090348,-0.04321507,-0.01900796
2022-06-28,0.02736558,0.01593257,0.04275784,0.01874522,0.03510361,0.02964807,0.02935093,0.0466049,0.04246866
2022-06-27,0.02421536,0.01915636,0.04738544,0.03500941,0.07692184,0.02339783,0.0405247,0.02370838,0.04349724
2022-06-24,0.01963923,0.01629563,0.00136147,-0.00225399,-0.00575652,0.00228441,0.02984317,0.02517517,0.05717518
2022-06-23,-0.03062584,-0.03748286,-0.04788149,-0.07001143,-0.07906349,-0.07009765,-0.06601463,0.00572145,-0.05689016
2022-06-22,-0.04037573,-0.04444294,-0.07503519,-0.05867949,-0.02909613,-0.03406145,-0.04449241,-0.03696303,-0.04786668
2022-06-21,0.0603787,0.0409999,0.03058342,0.05867949,0.03521398,0.05779504,0.05703569,0.0385781,0.02364696
2022-06-17,-0.05939439,-0.04674056,-0.06064898,-0.06408267,-0.05451648,-0.04899809,-0.05464834,-0.02009135,-0.07114229
2022-06-16,-0.03758226,-0.05493343,-0.08976803,-0.05914837,-0.07743504,-0.07603661,-0.06197698,-0.05928801,-0.06641548
2022-06-15,-0.01267099,-0.01983128,-0.02532671,-0.01694874,-0.04160111,-0.04012811,-0.02933248,-0.02958457,0.00999155
2022-06-14,0.00260485,0.0013139,0.01399113,0.02617263,0.01612938,-0.02513269,-0.02318163,0.03707774,-0.09879973
2022-06-13,-0.04697517,-0.04710117,-0.06478065,-0.04689186,-0.06543566,-0.06316969,-0.07591442,-0.06534256,-0.06215049
